ONTOLOGY,ID,Description,NES,setSize,pvalue,p.adjust,core_enrichment
MF,GO:0035091,phosphatidylinositol binding,-1.000167276106851,13,0.46963562753036436,0.9647569915829487,SNX14/SNX24/WDFY3/MTM1/MYO1B/SBF2/APPL2/KIF16B/PLEKHA1/SNX4
BP,GO:0048732,gland development,0.9887536653109901,14,0.4708171206225681,0.9647569915829487,MET/CLDN1/PYGO2/RBPJ/BAX
BP,GO:0009987,cellular process,-1.0063933331582855,490,0.4709976798143852,0.9647569915829487,MAP4K5/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/CDKL1/FITM2/SNX4/SS18L2/CDK6/STARD13/KLF11/MAP4K2/CAMKK1/CRADD/DDHD1/WWC2/PRKAR2A/NHS/DNAL4/FKBP9/TGFBR1/TUBAL3/ACAD11/USP46/ZDHHC18/NUDT15/RBSN/MAPKBP1/CLASP2/MICAL2/ASXL2/SAMD4A/SLC7A1/GCLM/MKNK2/TRMT2B/PPP1R14C/CNNM4/UBIAD1/HTATIP2/LRRC8B/PHLPP2/PLCD4/PTPRB/RAP2A/SUMF1/UAP1/ZMYND11/MICALCL/POMK/OSBP2/RASGRP2/ANO1/ARNT2/LIX1L/SCARA3/PCBD1/EDEM1/DOHH/LBR/OMA1/ACVR2B/HAS3/CMPK1/EGLN3/PM20D2/RPS6KA1/P4HB/FCF1/PADI3/DDHD2/CDH20/SDC1/TPM4/PRKAA2/SCML1/EIF5A2/RAB15/ARG2/CYP26B1/CRLF3/TAB1/ZNF367/ST6GALNAC6/RHEBL1/IL7R/PLA2G3/CAPN6/CCNB3
BP,GO:0007267,cell-cell signaling,0.9879747743019169,37,0.4713740458015267,0.9647569915829487,PCDHB13/ADCY1/NPBWR1/RASL10B/RIC3/VAMP7/VAMP7/PYGO2/RBPJ/VGLL4/TBL1XR1
BP,GO:0010647,positive regulation of cell communication,-0.9987401070118082,57,0.4716981132075472,0.9647569915829487,ADCY1/NDRG4/RASL10B/MET/AKR1C3/CARD9/VAMP7/VAMP7/CMTM3/RBPJ/LURAP1L/ZCCHC3/BAX/GBA/TBL1XR1/NUPR1/MCL1
BP,GO:0023056,positive regulation of signaling,-0.9987401070118082,57,0.4716981132075472,0.9647569915829487,ADCY1/NDRG4/RASL10B/MET/AKR1C3/CARD9/VAMP7/VAMP7/CMTM3/RBPJ/LURAP1L/ZCCHC3/BAX/GBA/TBL1XR1/NUPR1/MCL1
BP,GO:0002684,positive regulation of immune system process,-0.9853366821597117,33,0.4718162839248434,0.9647569915829487,TAB1/IL7R/PLA2G3
BP,GO:0010976,positive regulation of neuron projection development,0.9780903655260547,10,0.472168905950096,0.9647569915829487,NDRG4/TOX/VAMP7/VAMP7
BP,GO:0090305,nucleic acid phosphodiester bond hydrolysis,0.9771433599571516,10,0.472168905950096,0.9647569915829487,PGBD5/ERCC5
BP,GO:0060562,epithelial tube morphogenesis,0.9772517387440646,11,0.4725490196078431,0.9647569915829487,NDRG4/MET/RBPJ
MF,GO:0015318,inorganic molecular entity transmembrane transporter activity,-0.9860538086807511,11,0.4735772357723577,0.9647569915829487,CLCC1/MPC2/SLC7A1/CNNM4/LRRC8B/ANO1
BP,GO:0042692,muscle cell differentiation,-0.9868185229222362,11,0.4735772357723577,0.9647569915829487,SDC1/CYP26B1
BP,GO:0060627,regulation of vesicle-mediated transport,-0.9923886730267085,22,0.47368421052631576,0.9647569915829487,SNX4/USP46/CLASP2/SDC1/RAB15/PLA2G3
BP,GO:0043410,positive regulation of MAPK cascade,-0.9925269263229364,13,0.4757085020242915,0.9647569915829487,KLHDC10/MAP4K5/MAP4K2/TGFBR1/TAB1
BP,GO:0003008,system process,0.9963845493773207,38,0.4783427495291902,0.9647569915829487,ADCY1/NDRG4/PDE4B/RASL10B/RTP4/AKR1C3/C12orf57/ACTA2
BP,GO:0031667,response to nutrient levels,-0.9888098635487217,17,0.4797570850202429,0.9647569915829487,GCLM/OMA1/PRKAA2/CYP26B1
BP,GO:0044262,cellular carbohydrate metabolic process,0.9703228971968769,11,0.4803921568627451,0.9647569915829487,B3GNT9/IDUA/NUPR1/EPM2AIP1/GNPTG/PGM1
BP,GO:0006511,ubiquitin-dependent protein catabolic process,-0.9787658731643856,21,0.4810126582278481,0.9647569915829487,VPS4A/RC3H2/RNF168/USP28/BTRC/KLHL42/CSNK2A2/USP31/DTX3L/RNF180/NEDD4/USP46/EDEM1
BP,GO:0019941,modification-dependent protein catabolic process,-0.9787658731643856,21,0.4810126582278481,0.9647569915829487,VPS4A/RC3H2/RNF168/USP28/BTRC/KLHL42/CSNK2A2/USP31/DTX3L/RNF180/NEDD4/USP46/EDEM1
BP,GO:0043632,modification-dependent macromolecule catabolic process,-0.9787658731643856,21,0.4810126582278481,0.9647569915829487,VPS4A/RC3H2/RNF168/USP28/BTRC/KLHL42/CSNK2A2/USP31/DTX3L/RNF180/NEDD4/USP46/EDEM1
CC,GO:0005615,extracellular space,1.0028747992646203,67,0.48120300751879697,0.9647569915829487,ALDH1L1/ADCY1/UPK2/APOD/SMOC1/CMBL/PDCD6/AKR1C3/MARCKSL1/ACTA2/VAMP7/VAMP7/IDUA/CMTM3/CTNS/ZNHIT6/BAX/GGACT/GBA
BP,GO:0009611,response to wounding,0.9884260980894454,18,0.4815533980582524,0.9647569915829487,CLDN3/APOD/CLDN1/DUSP10/WDR83/BAX
BP,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",0.9702715210382529,10,0.4817658349328215,0.9647569915829487,CDKN1A/PIDD1/BAX/ING4/TRIAP1
MF,GO:0030674,protein-macromolecule adaptor activity,0.9670260088132938,10,0.4817658349328215,0.9647569915829487,PDCD6/STX12/VAMP7/VAMP7
BP,GO:0042770,signal transduction in response to DNA damage,0.9702715210382529,10,0.4817658349328215,0.9647569915829487,CDKN1A/PIDD1/BAX/ING4/TRIAP1
CC,GO:0005819,spindle,-0.9769778672914498,22,0.48210526315789476,0.9647569915829487,MAPKBP1/CLASP2/CEP128/CAPN6
BP,GO:0071824,protein-DNA complex subunit organization,0.9665935896826122,11,0.4843137254901961,0.9647569915829487,ERCC5/TSPYL2/RBBP4/ASF1A/TBP/RBBP7/HP1BP3/GTF2H1/INO80/TRAPPC12/SPTY2D1
CC,GO:0005794,Golgi apparatus,-0.9930556511331264,70,0.484375,0.9647569915829487,STK26/SGMS2/MYO1B/GOLGA3/GALNT1/TJAP1/CEP85/MYO5A/TRAPPC12/KIF13A/INPPL1/TMED5/CLCC1/LPCAT2/FAM91A1/FUT1/AP4E1/PSEN2/MYO18A/CYTH1/NEDD4/MAP4K2/NHS/ZDHHC18/CLASP2/UBIAD1/SCARA3/DDHD2/SDC1/PRKAA2/RAB15/ST6GALNAC6
BP,GO:0043491,protein kinase B signaling,0.9662957421956491,10,0.4856046065259117,0.9647569915829487,MET/PDCD6/AKR1C3
BP,GO:0051896,regulation of protein kinase B signaling,0.9662957421956491,10,0.4856046065259117,0.9647569915829487,MET/PDCD6/AKR1C3
MF,GO:0015631,tubulin binding,-0.9685189439579014,11,0.48577235772357724,0.9647569915829487,INO80/KIF13A/KIF16B/MAST2/CLASP2/CAPN6
BP,GO:0022411,cellular component disassembly,-0.9700211374101353,20,0.48643006263048016,0.9647569915829487,TGFBR1/CLASP2/MICAL2/LIX1L/EIF5A2
BP,GO:2000112,regulation of cellular macromolecule biosynthetic process,-0.9838347757332502,132,0.48758465011286684,0.9647569915829487,IL1RAP/KDM7A/GABPB2/NEDD4/SS18L2/CDK6/KLF11/WWC2/TGFBR1/MICAL2/ASXL2/SAMD4A/MKNK2/HTATIP2/ZMYND11/ARNT2/PCBD1/ACVR2B/HAS3/EGLN3/RPS6KA1/SCML1/EIF5A2/CRLF3/TAB1/ZNF367/RHEBL1
BP,GO:0007423,sensory organ development,0.9711088415840197,13,0.4881889763779528,0.9647569915829487,SMOC1/C12orf57/PYGO2/RBPJ/CTNS/BAX
BP,GO:0030031,cell projection assembly,-0.9724873797717483,17,0.4898785425101215,0.9647569915829487,PARVA/ATXN10/WRAP73/ITGA6/CYFIP1/MAPRE1/EHD4/WDR11/STK26/INPPL1/FNBP1L/CDKL1/TGFBR1/RAP2A/PLA2G3
BP,GO:0120031,plasma membrane bounded cell projection assembly,-0.9724873797717483,17,0.4898785425101215,0.9647569915829487,PARVA/ATXN10/WRAP73/ITGA6/CYFIP1/MAPRE1/EHD4/WDR11/STK26/INPPL1/FNBP1L/CDKL1/TGFBR1/RAP2A/PLA2G3
CC,GO:0030135,coated vesicle,-0.9657117660523303,12,0.4909090909090909,0.9647569915829487,MCFD2/PDCD6/VAMP7/VAMP7/IDUA
BP,GO:0051241,negative regulation of multicellular organismal process,-0.9801005573822634,31,0.492600422832981,0.9647569915829487,HMG20A/ZHX2/TOB2/ADCY7/CDK6/STARD13/WWC2/TGFBR1/MAPKBP1/ACVR2B/ARG2
BP,GO:0044089,positive regulation of cellular component biogenesis,0.9716205778305181,26,0.4943609022556391,0.9647569915829487,CLDN3/ERCC5/MET/CLDN1/TAPT1
BP,GO:0031344,regulation of cell projection organization,-0.9651753753221471,20,0.49478079331941544,0.9647569915829487,NEDD4/CDKL1/SS18L2/TGFBR1/RAP2A/PLA2G3
BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,-0.9651753753221471,20,0.49478079331941544,0.9647569915829487,NEDD4/CDKL1/SS18L2/TGFBR1/RAP2A/PLA2G3
MF,GO:0042578,phosphoric ester hydrolase activity,-0.9911533151850788,18,0.4948665297741273,0.9647569915829487,MTMR3/MTMR10/SSH2/MTMR6/PHLPP2/PLCD4/PTPRB/TAB1
BP,GO:0009790,embryo development,-0.9758033872563966,29,0.4957983193277311,0.9647569915829487,TGFBR1/CLASP2/MICAL2/ARNT2/ACVR2B/CYP26B1/TAB1
BP,GO:0051091,positive regulation of DNA-binding transcription factor activity,-0.9583396551479849,11,0.4959349593495935,0.9647569915829487,TAB1/RHEBL1
BP,GO:1902115,regulation of organelle assembly,-0.9679583416144917,17,0.4959514170040486,0.9647569915829487,CNOT6/TRAPPC12/MTMR3/RCC1/IL1RAP/CDKL1/SDC1/PRKAA2
CC,GO:0005911,cell-cell junction,0.9619433698449814,17,0.49606299212598426,0.9647569915829487,CLDN3/CLDN9/CLDN1
MF,GO:0008134,transcription factor binding,0.9831911376843279,22,0.4971537001897533,0.9651005577150583,NHLH2/GABPA/RBPJ/KDM3A/ZNHIT6/VGLL4/C1D
BP,GO:0042060,wound healing,-0.9638449605427967,14,0.4979508196721312,0.9651005577150583,PRKAR2A/TGFBR1/RBSN/CLASP2/SDC1
BP,GO:0040011,locomotion,0.9709605309356379,44,0.503731343283582,0.9719982908417604,CLDN3/NDRG4/APOD/PDE4B/MET/CLDN1/PDCD6
BP,GO:0044257,cellular protein catabolic process,-0.9628109159385708,28,0.505307855626327,0.9719982908417604,MTM1/NGLY1/VPS4A/RC3H2/RNF168/USP28/BTRC/KLHL42/CSNK2A2/TMEM199/USP31/DTX3L/RNF180/NEDD4/USP46/NUDT15/EDEM1/OMA1
BP,GO:0051248,negative regulation of protein metabolic process,-0.9568217487487307,38,0.505307855626327,0.9719982908417604,PRKAR2A/SAMD4A/PPP1R14C/PTPRB/ZMYND11/RPS6KA1/PRKAA2/TAB1
BP,GO:0001666,response to hypoxia,0.9525376018095297,11,0.5058823529411764,0.9719982908417604,CLDN3/UCP2
BP,GO:0036293,response to decreased oxygen levels,0.9525376018095297,11,0.5058823529411764,0.9719982908417604,CLDN3/UCP2
BP,GO:0006470,protein dephosphorylation,-0.9725167983977568,19,0.5071868583162218,0.9719982908417604,MTMR3/SSH2/MTMR6/PPP1R14A/PPP1R14C/PHLPP2/PTPRB/TAB1
BP,GO:0050673,epithelial cell proliferation,0.9569619257578974,14,0.5077821011673151,0.9719982908417604,CLDN1/PDCD6/PYGO2/DUSP10/BAX/NUPR1
MF,GO:0030234,enzyme regulator activity,-0.9652604645108634,39,0.5084033613445378,0.9719982908417604,PRKAG2/FRS2/ANKRD27/MTMR12/DOCK5/PIK3CA/BTRC/CNPPD1/SBF2/ARHGAP12/BMP2K/AGFG1/RIN1/DUS2/TBC1D22B/DTX3L/PPP1R14A/STARD13/PRKAR2A/GCLM/PPP1R14C/RPS6KA1/TAB1/CCNB3
BP,GO:0009719,response to endogenous stimulus,-0.9701253661045286,54,0.5095541401273885,0.9725500339487212,ADCY9/ADCY7/NEDD4/KLF11/PRKAR2A/TGFBR1/GCLM/ANO1/ACVR2B/SDC1/PRKAA2/RAB15/TAB1
BP,GO:0034641,cellular nitrogen compound metabolic process,-0.9863756826763321,201,0.5137614678899083,0.9755948106659007,IL1RAP/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/SS18L2/CDK6/KLF11/WWC2/TGFBR1/NUDT15/MICAL2/ASXL2/SAMD4A/GCLM/MKNK2/TRMT2B/HTATIP2/UAP1/ZMYND11/ARNT2/PCBD1/ACVR2B/HAS3/CMPK1/EGLN3/RPS6KA1/FCF1/PRKAA2/SCML1/EIF5A2/ARG2/CRLF3/TAB1/ZNF367/ST6GALNAC6/RHEBL1/IL7R
CC,GO:0016604,nuclear body,-0.9508264474520041,38,0.5138004246284501,0.9755948106659007,INO80/BMP2K/ELF4/SUDS3/CBX5/INPPL1/EAF1/ARNT/KLF11/NHS/MKNK2/PRKAA2/TAB1/CCNB3
BP,GO:0051239,regulation of multicellular organismal process,-0.9696913557583036,84,0.5157232704402516,0.9755948106659007,UCP2/NDRG4/TOX/APOD/PDE4B/SMOC1/MET/PDCD6/C12orf57/TAPT1/CARD9/VAMP7/VAMP7/GABPA/PYGO2/RBPJ/KDM3A/DUSP10/ZCCHC3/BAX/VGLL4/GBA/NUPR1
BP,GO:0008284,positive regulation of cell population proliferation,0.9628541215565165,22,0.5180265654648957,0.9755948106659007,TOX/CLDN1/PDCD6/AKR1C3/CDKN1A/MARCKSL1/RBPJ
MF,GO:0022857,transmembrane transporter activity,0.9471890316094996,17,0.5196850393700787,0.9755948106659007,C15orf48/UCP2/SLC36A1/CTNS/BAX/MCL1/TOMM20
MF,GO:0043565,sequence-specific DNA binding,0.9548425502939666,30,0.5209125475285171,0.9755948106659007,NHLH2/FOXQ1/GABPA/RBPJ/KDM3A/GLMP/HMBOX1/TBL1XR1/ZNF48/GLI4/MBD4/ZNF85/TSPYL2/ZNF226/RBBP4
BP,GO:0007507,heart development,-0.9479814032084614,18,0.5215605749486653,0.9755948106659007,NEDD4/CDKL1/TGFBR1/MICAL2/ACVR2B/TAB1
MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",0.9591266951726228,20,0.5219885277246654,0.9755948106659007,NHLH2/FOXQ1/GABPA/RBPJ/HMBOX1/ZNF48/GLI4/ZNF85/ZHX1/GTF2IRD2/ZNF226
BP,GO:0032774,RNA biosynthetic process,-0.9658776480199881,121,0.5221238938053098,0.9755948106659007,IL1RAP/KDM7A/TOB2/GABPB2/NEDD4/SS18L2/CDK6/KLF11/WWC2/TGFBR1/MICAL2/ASXL2/HTATIP2/ZMYND11/ARNT2/PCBD1/ACVR2B/HAS3/EGLN3/RPS6KA1/SCML1/CRLF3/TAB1/ZNF367/RHEBL1
BP,GO:0097659,nucleic acid-templated transcription,-0.9658776480199881,121,0.5221238938053098,0.9755948106659007,IL1RAP/KDM7A/TOB2/GABPB2/NEDD4/SS18L2/CDK6/KLF11/WWC2/TGFBR1/MICAL2/ASXL2/HTATIP2/ZMYND11/ARNT2/PCBD1/ACVR2B/HAS3/EGLN3/RPS6KA1/SCML1/CRLF3/TAB1/ZNF367/RHEBL1
CC,GO:0031965,nuclear membrane,-0.9431434325710607,12,0.5232323232323233,0.9755948106659007,PAK1/WDFY3/PHF8/NUP62/RCC1/CLCC1/PSEN2/PLCD4/LBR
BP,GO:0051252,regulation of RNA metabolic process,-0.9642690753524499,127,0.5260869565217391,0.9755948106659007,IL1RAP/KDM7A/TOB2/GABPB2/NEDD4/SS18L2/CDK6/KLF11/WWC2/TGFBR1/MICAL2/ASXL2/SAMD4A/HTATIP2/ZMYND11/ARNT2/PCBD1/ACVR2B/HAS3/EGLN3/RPS6KA1/SCML1/CRLF3/TAB1/ZNF367/RHEBL1
BP,GO:0034599,cellular response to oxidative stress,-0.9232442618568163,11,0.5264227642276422,0.9755948106659007,ARNT/PLEKHA1/LANCL1/P4HB/PRKAA2
BP,GO:0062197,cellular response to chemical stress,-0.9232442618568163,11,0.5264227642276422,0.9755948106659007,ARNT/PLEKHA1/LANCL1/P4HB/PRKAA2
CC,GO:0005739,mitochondrion,0.968204786602384,40,0.5267175572519084,0.9755948106659007,C15orf48/UCP2/NDRG4/PTPMT1/GATC/NGRN/TRUB2/BAX/MCL1/TOMM20/CWC15/ISCU/TMEM65/TRIAP1/HSD17B10/TK2/DNAJC30
BP,GO:0019725,cellular homeostasis,-0.9504150598506694,25,0.5279503105590062,0.9755948106659007,TMX1/MTM1/VDR/PIK3CA/PDZD8/MYO5A/TRPM7/DIAPH1/TMEM199/MPC2/ANXA7/FITM2/GCLM/ANO1/P4HB/PRKAA2
MF,GO:0003676,nucleic acid binding,0.9543436981489842,114,0.5284403669724771,0.9755948106659007,MEX3B/KLLN/NHLH2/TOX/ERCC5/BANF1/FOXQ1/FAM32A/GABPA/CIRBP/RBPJ/NGRN/ZNF738/KDM3A/TRUB2/GLMP/HMBOX1/ZCCHC3/LSM7/TBL1XR1/STRBP/NUPR1/HNRNPA0/C1D/POLR2J3/YTHDF3/POLR3F/CENPBD1/ZNF48/GLI4/CWC15/MBD4/RP9/RAD54L2/ZNF85/CBX6/SBNO1/RSL24D1/ZHX1/GTF2IRD2/TSPYL2/ZNF226/HSD17B10/COPS5
BP,GO:0010243,response to organonitrogen compound,0.9448391489854431,36,0.5286259541984732,0.9755948106659007,ADCY1/PDE4B/RGS17/SESN1/CARD9/CDKN1A/GABPA/CCND3
BP,GO:0031328,positive regulation of cellular biosynthetic process,-0.9672734811306434,72,0.5287610619469026,0.9755948106659007,KDM7A/GABPB2/SS18L2/TGFBR1/MICAL2/ASXL2/SAMD4A/HTATIP2/ARNT2/PCBD1/HAS3/RPS6KA1/EIF5A2/CRLF3/PLA2G3
BP,GO:0009411,response to UV,0.9309370789459862,10,0.5297504798464492,0.9755948106659007,ERCC5/CDKN1A/CIRBP/BAX
BP,GO:0065004,protein-DNA complex assembly,0.9285531962768805,10,0.5316698656429942,0.9755948106659007,ERCC5/TSPYL2/RBBP4/ASF1A/TBP/RBBP7/HP1BP3/GTF2H1/TRAPPC12/SPTY2D1
BP,GO:0071103,DNA conformation change,0.9285531962768805,10,0.5316698656429942,0.9755948106659007,BANF1/RAD54L2/TSPYL2/RBBP4/ASF1A/PHF8/RBBP7/HP1BP3/GTF2H1/SPTY2D1
BP,GO:0006811,ion transport,-0.9558029068885819,32,0.5324675324675324,0.9755948106659007,CLCC1/PSEN2/MPC2/STAC/NEDD4/SNX4/SLC7A1/CNNM4/LRRC8B/ANO1/PRKAA2/PLA2G3
BP,GO:0006518,peptide metabolic process,-0.9452169427088037,25,0.5341614906832298,0.9755948106659007,SAMD4A/GCLM/MKNK2/RPS6KA1/EIF5A2
BP,GO:1901653,cellular response to peptide,-0.9327906917075452,20,0.534446764091858,0.9755948106659007,ADCY9/ADCY7/KLF11/PRKAR2A/ANO1/RAB15
BP,GO:0016055,Wnt signaling pathway,-0.9284038655374527,13,0.5364372469635628,0.9755948106659007,SDC1/PRKAA2
BP,GO:0198738,cell-cell signaling by wnt,-0.9284038655374527,13,0.5364372469635628,0.9755948106659007,SDC1/PRKAA2
BP,GO:0018193,peptidyl-amino acid modification,-0.9560992950704774,51,0.5374732334047109,0.9755948106659007,FKBP9/TGFBR1/ZDHHC18/MKNK2/DOHH/EGLN3/P4HB/PADI3/PRKAA2
BP,GO:0006936,muscle contraction,-0.8922349905975175,10,0.5384615384615384,0.9755948106659007,TPM4/ARG2
CC,GO:0099503,secretory vesicle,0.9373698261708615,23,0.5391969407265774,0.9755948106659007,CALML5/PDE4B/STX12/C6orf120/VAMP7/VAMP7
BP,GO:0045666,positive regulation of neuron differentiation,0.923709800724726,11,0.5411764705882353,0.9755948106659007,NDRG4/TOX/VAMP7/VAMP7
BP,GO:0048523,negative regulation of cellular process,-0.9689228031870001,158,0.5426008968609866,0.9755948106659007,CDK6/STARD13/KLF11/CRADD/WWC2/PRKAR2A/TGFBR1/MAPKBP1/CLASP2/SAMD4A/GCLM/PPP1R14C/HTATIP2/PHLPP2/PTPRB/RAP2A/ZMYND11/ARNT2/OMA1/ACVR2B/RPS6KA1/PRKAA2/SCML1/ARG2/CYP26B1/CRLF3/TAB1/IL7R/PLA2G3
MF,GO:0000976,transcription regulatory region sequence-specific DNA binding,0.9337488272712139,23,0.5430210325047801,0.9755948106659007,NHLH2/FOXQ1/GABPA/RBPJ/KDM3A/GLMP/TBL1XR1/ZNF48/GLI4/ZNF85/ZNF226/RBBP4
MF,GO:0001067,regulatory region nucleic acid binding,0.9337488272712139,23,0.5430210325047801,0.9755948106659007,NHLH2/FOXQ1/GABPA/RBPJ/KDM3A/GLMP/TBL1XR1/ZNF48/GLI4/ZNF85/ZNF226/RBBP4
BP,GO:0030099,myeloid cell differentiation,-0.886398975359298,10,0.5446985446985447,0.9755948106659007,AGO4/ARNT/TOB2/CDK6/LBR
BP,GO:0042326,negative regulation of phosphorylation,-0.920645613850537,16,0.5448979591836735,0.9755948106659007,PRKAR2A/PTPRB/ZMYND11/TAB1
BP,GO:0030900,forebrain development,0.9174276543176787,11,0.5450980392156862,0.9755948106659007,TOX/C12orf57/RBPJ/BAX
BP,GO:1901575,organic substance catabolic process,-0.9509938483591576,86,0.5468085106382978,0.9755948106659007,SMG6/ARNT/FUT1/ZHX2/USP31/DTX3L/RNF180/PYGL/NEDD4/DDHD1/ACAD11/USP46/NUDT15/SAMD4A/PLCD4/PCBD1/EDEM1/OMA1/DDHD2/SDC1/PRKAA2/ARG2/CYP26B1/PLA2G3
BP,GO:0002009,morphogenesis of an epithelium,0.9217160484711361,16,0.546875,0.9755948106659007,NDRG4/MET/FOXQ1/RBPJ
MF,GO:0008270,zinc ion binding,-0.9158132952971013,14,0.5471311475409836,0.9755948106659007,PHF8/VDR/PRICKLE3/FBXO30/ZMIZ2/LANCL1/KDM7A/RBSN/ZMYND11
BP,GO:0019216,regulation of lipid metabolic process,-0.9172231307040706,14,0.5471311475409836,0.9755948106659007,MTMR3/LPGAT1/FITM2/PRKAA2/PLA2G3
BP,GO:0090066,regulation of anatomical structure size,-0.9349144480906724,15,0.5474747474747474,0.9755948106659007,ALS2/CYFIP1/ZFYVE27/PAK1/MYO1C/DOCK5/HP1BP3/SSH2/ANXA7/GCLM/IL7R
BP,GO:0006887,exocytosis,-0.9368162719317517,26,0.548936170212766,0.9766561514195584,PYGL/SNX4/CLASP2/PTPRB/SDC1/RAB15/PLA2G3
BP,GO:0023051,regulation of signaling,-0.9621780112604538,117,0.5545657015590201,0.9791443728512557,NEDD4/SNX4/STARD13/MAP4K2/CRADD/WWC2/PRKAR2A/TGFBR1/USP46/MAPKBP1/ASXL2/GCLM/PHLPP2/RAP2A/ZMYND11/ANO1/ACVR2B/P4HB/PRKAA2/CYP26B1/CRLF3/TAB1/IL7R/PLA2G3
MF,GO:0044877,protein-containing complex binding,-0.9464992022460031,49,0.5546218487394958,0.9791443728512557,ARNT2/ACVR2B/P4HB/TPM4/EIF5A2/TAB1
CC,GO:0005813,centrosome,-0.9119393780852195,20,0.5553235908141962,0.9791443728512557,HNRNPU/ALS2/MAPRE1/PKN2/VPS4A/DCTN4/NUP62/CEP85/KIF13A/PSEN2/CDK6/PRKAR2A/DDHD2/CCNB3
BP,GO:0010563,negative regulation of phosphorus metabolic process,-0.9120688894659078,20,0.5553235908141962,0.9791443728512557,PPP1R14A/PRKAR2A/PPP1R14C/PTPRB/ZMYND11/TAB1
BP,GO:0045936,negative regulation of phosphate metabolic process,-0.9120688894659078,20,0.5553235908141962,0.9791443728512557,PPP1R14A/PRKAR2A/PPP1R14C/PTPRB/ZMYND11/TAB1
BP,GO:0023052,signaling,-0.9729481599701141,181,0.5568445475638051,0.9791443728512557,PSEN2/MAST2/MPC2/DTX3L/KLHDC10/PLEKHA1/CYTH1/STAC/IL1RAP/MAP4K5/ADCY9/ADCY7/NEDD4/SNX4/CDK6/STARD13/MAP4K2/CAMKK1/CRADD/WWC2/PRKAR2A/TGFBR1/USP46/MAPKBP1/ASXL2/GCLM/MKNK2/PHLPP2/PLCD4/RAP2A/ZMYND11/RASGRP2/ANO1/EDEM1/ACVR2B/RPS6KA1/P4HB/SDC1/PRKAA2/RAB15/CYP26B1/CRLF3/TAB1/RHEBL1/IL7R/PLA2G3
BP,GO:0030163,protein catabolic process,-0.9211481586503627,29,0.5609243697478992,0.9791443728512557,MTM1/NGLY1/VPS4A/RC3H2/RNF168/USP28/BTRC/KLHL42/CSNK2A2/TMEM199/USP31/DTX3L/RNF180/NEDD4/USP46/NUDT15/EDEM1/OMA1
BP,GO:0000278,mitotic cell cycle,-0.9366695778502837,42,0.561965811965812,0.9791443728512557,CDK6/KLF11/CRADD/TUBAL3/NUDT15/CLASP2/CRLF3/CCNB3
BP,GO:0050790,regulation of catalytic activity,-0.9446286606311265,87,0.561965811965812,0.9791443728512557,SMG6/TBC1D22B/PSEN2/DTX3L/RNF180/PPP1R14A/MAP4K5/ADCY9/ADCY7/STARD13/MAP4K2/CAMKK1/CRADD/PRKAR2A/DNAL4/TGFBR1/GCLM/PPP1R14C/PTPRB/RASGRP2/ACVR2B/EGLN3/RPS6KA1/TAB1/CCNB3
CC,GO:0015629,actin cytoskeleton,-0.9139839761887771,18,0.5626283367556468,0.9791443728512557,PAK1/YES1/MYO1C/DCTN4/KLHL2/MYO1B/ACTG1/MYO5A/ARSJ/MYO18A/MICALCL/TPM4
BP,GO:0009891,positive regulation of biosynthetic process,-0.9528454053495377,73,0.5626373626373626,0.9791443728512557,KDM7A/GABPB2/SS18L2/TGFBR1/MICAL2/ASXL2/SAMD4A/HTATIP2/ARNT2/PCBD1/HAS3/RPS6KA1/EIF5A2/CRLF3/PLA2G3
BP,GO:0001934,positive regulation of protein phosphorylation,-0.93022096863438,36,0.5648535564853556,0.9791443728512557,KLHDC10/MAP4K5/ADCY9/ADCY7/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/RAP2A/ACVR2B/TAB1
BP,GO:0006281,DNA repair,0.9078047477847903,17,0.5649606299212598,0.9791443728512557,ERCC5/MBD4/INIP/COPS5/RCHY1/KIN/ASF1A/SPRTN/TERF2/PPIE/WDR33/TAOK3/RNF168/USP28/GTF2H1/INO80
BP,GO:0018209,peptidyl-serine modification,-0.9027154129677663,16,0.5653061224489796,0.9791443728512557,SH2D3A/PAK1/PKN2/DOCK7/RPS6KA4/PIK3CA/CSNK2A2/GALNT1/MAST2/TGFBR1/MKNK2/PRKAA2
MF,GO:0098772,molecular function regulator,-0.9437248171725592,95,0.5655913978494623,0.9791443728512557,DUS2/RCC1/ARNT/TBC1D22B/ZHX2/DTX3L/CYTH1/PPP1R14A/DENND6A/TOB2/NEDD4/SS18L2/STARD13/KLF11/PRKAR2A/GCLM/PPP1R14C/HTATIP2/PLCD4/ZMYND11/RASGRP2/ARNT2/PCBD1/RPS6KA1/TAB1/ZNF367/CCNB3
MF,GO:0042393,histone binding,-0.9054707565774308,19,0.5667351129363449,0.9791443728512557,INO80/SPTY2D1/CBX5/ATAD2B/RCC1/DTX3L/KDM7A/ZMYND11/SCML1
BP,GO:0003012,muscle system process,-0.8829953088822183,11,0.5670731707317073,0.9791443728512557,TPM4/ARG2
